lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18541,(1) Kar Products electric wire reel stand with assorted size wire.,Low,10,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/794be978ff918980b093/large,"Large KAR Products wall wire rack with multiple spools of gray, black, red and light-colored wire and loose coils on floor. Wire gauge, alloy, insulation ratings and usable remaining lengths unknown; rack and bulk local utility value dominate.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",130,395,,,
18542,"Contents of 2 shelves, includes assorted duct tape, electrical tape, (2) hand staplers with staples,...",Low,10,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/4c35b8f31550b322575b/large,"Shelves of mixed tape, staples, staplers and small hardware; aged consumables and incomplete packages.",Not researched,"Count exact included models, quantities and accessories | Verify exact model, voltage, completeness and operation | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,110,,,
18544,"Lot of (3) 4-drawer parts organizers with contents including square keys, woodruff keys, cable ties,...",Low,15,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/335ffbbd1428b04f3829/large,"Three similar labeled organizers display many keys, cable ties, lugs, terminal hardware, hose connections and assorted small pieces. Mixed old stock and some unfilled cavities; inspect corrosion and whether cabinets slide freely.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",155,370,,,
18546,"(1) custom made, rotating lazy Susan style aerosol spray paint organizer/dispenser with assorted aer...",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/a9e30ddf6f358d4f58b1/large,Tall revolving metal aerosol organizer with many assorted spray cans; aged/unknown contents and hazardous disposal risk.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,85,,,
18547,"Lot of (2) metal framed tables, 1 is approx. 45"" wide, 1 is approx. 36"" wide, with contents of (1) 4...",Low,12,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f7a36c66fa685a673a60/large,"Two shop tables covered in miscellaneous parts, tools and cables; exact included items and table stability unclear.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",40,160,,,
18549,"(1) 5-drawer filing cabinet, 15"" wide x 28.5"" deep x 59"" tall.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6f1aab0299c561d9899d/large,"Tall black five-drawer metal filing cabinet with scuffs; check drawer slides, locks and keys.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,65,,,
18550,"(1) Hotsy natural gas steam cleaner, 220V, includes assorted soaps, approx. 50' hose with gun and re...",Low,8,Batch 04: visually inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/4f35b66cdd8559ead603/large,"Red Hotsy stationary natural-gas hot-water pressure washer with wall vent/exhaust, metal frame, hose reel, wand and chemical containers. Cabinet/tank are dusty and full operating sequence (burner, pump and high-pressure coil) is not demonstrated; buyer must disconnect exhaust safely and move heavy equipment. Dealer-serviced $2,450+ offerings are not as-is auction comparables.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",650,1700,,,
18552,"(1) Chicago Rivet &amp; Machine Company vintage manual rivet, machine S/N 106, Type Premier with foo...",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/a66716062e6c0edcbef8/large,Heavy vintage floor-mounted Chicago Rivet foot-operated machine with rusted steel body; tooling and operation unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",60,225,,,
18553,"(1) custom made grinder fixture, approx. 15"" wide x 18"", adjustable height with threaded rod.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/43ba222507695ec8b83b/large,"Custom steel bench-mounted grinder/press fixture with threaded height adjustment; surface rust, alignment unverified.",Not researched,"Verify exact model, voltage, completeness and operation | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,85,,,
18554,"(1) Bridgeport vertical milling machine, S/N J750B, S/N 27052, 42"" x 9"" slotted table, 1 HP, 220/440...",Low,12,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/0949ed52472ed05b15ab/large,"Older one-HP Bridgeport vertical mill, 9-by-42-inch table, machinist vise, manual feeds and step-pulley head pictured; heavy dust and surface wear visible on table and column. 220/440V three-phase; verify spindle, knee/backlash, milling accuracy and professional rigging costs.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",1050,3200,,,
18555,"(1) Walcott 18"" swing lathe, 76"" bed with steady rest and tail stock, tool holder, power feed bed, i...",Low,16,Batch 04: visually inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/ce1e35c0968f2928b45f/large,"Very large Walcott 18-inch swing, 76-inch bed older engine lathe with 4-jaw and 3-jaw chucks, steady rest, tailstock and miscellaneous tooling pictured. Heavy chip grime and surface wear on carriage; 3-phase supply. Catalog claims working, but inspect cold operation, leadscrew wear, gear engagement, ways and backlash, and arrange professional rigging before buying.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify exact model, voltage, completeness and operation | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",850,2600,,,
18556,"(1) Marquette Dyna-Vision electronic engine analyzer vintage cart, 29"" wide x approx. 21"" deep x 45....",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/20fbce5639c5c4d10ee4/large,"Red Marquette Dyna-Vision vintage engine-analyzer cart, drawers holding leads and tools; obsolete equipment, functionality untested.",Preliminary research; exact match pending,"Verify exact model, voltage, completeness and operation | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",30,175,,,
18558,"Contents of wood parts organizers, includes assorted bolts, nuts, assorted sizes, and (1) Ram bench ...",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/09ff9ab4e7e331942269/large,"Metal multi-bin shop organizer containing mixed bolts, nuts and small parts, bench grinder on top; sorting and electrical checks needed.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",35,125,,,
